"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10","Diabetes mellitus, Typ 1"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.0","Diabetes mellitus, Typ 1: Mit Koma"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.01","Diabetes mellitus, Typ 1: Mit Koma: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.1","Diabetes mellitus, Typ 1: Mit Ketoazidose"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.11","Diabetes mellitus, Typ 1: Mit Ketoazidose: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.2","Diabetes mellitus, Typ 1: Mit Nierenkomplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.20","Diabetes mellitus, Typ 1: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.21","Diabetes mellitus, Typ 1: Mit Nierenkomplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.3","Diabetes mellitus, Typ 1: Mit Augenkomplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.30","Diabetes mellitus, Typ 1: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.31","Diabetes mellitus, Typ 1: Mit Augenkomplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.4","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.40","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.41","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.5","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.50","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.51","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.6","Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.60","Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.61","Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.7","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.72","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.73","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.74","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.75","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.8","Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.80","Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.81","Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.9","Diabetes mellitus, Typ 1: Ohne Komplikationen"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.90","Diabetes mellitus, Typ 1: Ohne Komplikationen: Nicht als entgleist bezeichnet"
"http://fhir.de/CodeSystem/bfarm/icd-10-gm","E10.91","Diabetes mellitus, Typ 1: Ohne Komplikationen: Als entgleist bezeichnet"
