005fb93e-230f-c70b-21ff-75bc7430e5c5	20240415	1	11000274103	31000274107	672921000274114	900000000000548007
006f034c-e6e3-4e52-8a36-504a9f9ee922	20230501	1	11000274103	31000274107	3270571001000117	900000000000548007
0122def8-d585-5ede-9771-c3d29f6b71ea	20240415	1	11000274103	31000274107	1778759014	900000000000548007
01432823-29ae-8841-ee5e-9d38cfc6af8b	20240711	1	11000274103	31000274107	711421000274114	900000000000548007
015c22bb-430f-be86-b1c3-6014c63769f7	20231115	1	11000274103	31000274107	182821000274114	900000000000549004
019d7c59-570e-d4f7-308c-c76c59c249cf	20240711	1	11000274103	31000274107	682211000274119	900000000000548007
020c5fcf-038f-a633-beb2-fbe8c474c180	20240115	1	11000274103	31000274107	635611000274119	900000000000549004
025020b3-4489-4ef1-4bb4-b406a2e6ed9f	20240415	1	11000274103	31000274107	457111000274119	900000000000549004
032312aa-e1ae-d205-5641-1a0f5245fd02	20231115	1	11000274103	31000274107	481921000274114	900000000000549004
039944cc-24cd-1aab-ae86-26a21a171ba3	20231115	1	11000274103	31000274107	488221000274114	900000000000548007
0399ada3-77cb-f46d-296d-01d820c71147	20231115	1	11000274103	31000274107	173421000274114	900000000000549004
03b38837-f2b7-8d41-b988-1c59d61446b2	20240415	1	11000274103	31000274107	372221000274114	900000000000548007
03ce5aa3-d0c6-fb62-776f-66cc648c79ba	20231115	1	11000274103	31000274107	752017016	900000000000548007
04554d60-f9f3-7962-ba39-abc5b447afd2	20240711	1	11000274103	31000274107	402821000274114	900000000000548007
045671fe-4aef-a521-d231-bc19621ae33d	20231115	1	11000274103	31000274107	117211000274119	900000000000549004
0473565d-7d49-d915-a3fd-686598df7db6	20240115	1	11000274103	31000274107	652111000274119	900000000000548007
0499dfb9-fa3b-a8da-4049-d2b24a2b3b13	20240115	1	11000274103	31000274107	615711000274119	900000000000548007
04a67bda-d56b-f934-f593-58216a2cf36a	20240115	1	11000274103	31000274107	643611000274119	900000000000548007
04e5484c-b96a-68dd-cf6a-f87978ee1af5	20240711	1	11000274103	31000274107	703511000274119	900000000000548007
053d1647-9223-1a5d-043b-9b9a8ed76ecd	20240115	1	11000274103	31000274107	515221000274114	900000000000549004
05552f52-cf71-1986-79d5-5890f464aced	20240711	1	11000274103	31000274107	455511000274119	900000000000549004
0641b03c-1a69-c0ab-c654-f8ecad56a28b	20240711	1	11000274103	31000274107	671611000274119	900000000000549004
0650242b-1969-7cce-09a2-3ada3008d732	20240115	1	11000274103	31000274107	555111000274119	900000000000548007
06ded5ed-7b8f-b116-cb56-ff8885b8a916	20240415	1	11000274103	31000274107	400611000274119	900000000000548007
06e001da-a008-4ab8-d4db-f952f9a17e19	20240711	1	11000274103	31000274107	455521000274114	900000000000549004
06f1f27e-235d-86de-b91b-9e3da57999aa	20240115	1	11000274103	31000274107	611911000274119	900000000000549004
07545b1b-6b17-7aee-658a-4793af7f4a70	20240711	1	11000274103	31000274107	707711000274119	900000000000548007
0782a701-acef-7328-4517-a9ff50f062b9	20240415	1	11000274103	31000274107	672911000274119	900000000000549004
07840954-f373-abba-53b5-fdb53a2d4019	20240711	1	11000274103	31000274107	757251000274119	900000000000549004
079c36bd-916d-ba0c-cf61-3715abdd54d2	20240415	1	11000274103	31000274107	174821000274114	900000000000549004
07c4096f-5672-b155-6210-ac1c93c72f02	20240415	1	11000274103	31000274107	459221000274114	900000000000549004
07cb4ab2-447d-07e9-3db5-5f91c769d5e5	20240115	1	11000274103	31000274107	588911000274119	900000000000548007
08fb0911-33d1-cb02-24c6-4e1c7ca3d1c2	20240711	1	11000274103	31000274107	691311000274119	900000000000548007
090defeb-d8da-4cf1-8b54-30e6450d6daa	20230501	1	11000274103	31000274107	3274701001000112	900000000000548007
09e95267-1e16-9f32-f27a-199a17f8e69c	20240115	1	11000274103	31000274107	412421000274114	900000000000548007
0a1ebdd4-dedd-2c52-961a-06406391a017	20240115	1	11000274103	31000274107	592111000274119	900000000000548007
0a3b7b69-384d-9a71-787e-2bf11351b8c0	20240115	1	11000274103	31000274107	555121000274114	900000000000548007
0a6d82b4-4453-a135-19a8-ed1b10809ec9	20240415	1	11000274103	31000274107	663921000274114	900000000000549004
0af7f5ad-378a-be6b-1ec0-9a1e0a3a248f	20240711	1	11000274103	31000274107	715821000274114	900000000000549004
0b24572a-dc8b-6c9e-b7c7-0ce3ba18a598	20240115	1	11000274103	31000274107	562911000274119	900000000000548007
0b774fbe-c318-6cec-aa82-233616258c4c	20240711	1	11000274103	31000274107	419711000274119	900000000000548007
0b816f8a-8758-48e3-4a56-58b29f00655f	20240711	1	11000274103	31000274107	741711000274119	900000000000549004
0b90f574-4c36-2055-687e-dd5b7b6af9fc	20240115	1	11000274103	31000274107	621521000274114	900000000000548007
0b9e12fe-71e6-7c5d-5db5-bedbace68735	20231115	1	11000274103	31000274107	169711000274119	900000000000549004
